price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
1,2018,nissan altima,excellent,4,gas,31142,automatic,sedan,white,,4/9/2019,42
1,2018,ford f-150,excellent,8,gas,47115,automatic,truck,black,1,7/1/2018,32
1,2019,chevrolet colorado,excellent,6,gas,8032,automatic,truck,white,1,4/4/2019,43
1,2019,toyota highlander,excellent,6,gas,13138,automatic,SUV,,1,1/11/2019,43
1,2014,honda odyssey,excellent,10,gas,74946,automatic,van,grey,1,9/24/2018,9
1,,jeep grand cherokee,excellent,10,gas,53718,other,SUV,white,1,6/22/2018,32
1,2018,honda civic,excellent,4,gas,12184,automatic,sedan,white,1,4/6/2019,19
1,2017,ford f-150,excellent,10,gas,27363,other,truck,black,1,4/4/2019,49
1,2018,dodge charger,excellent,6,gas,,automatic,sedan,white,1,11/2/2018,30
1,,toyota tundra,excellent,8,gas,23042,automatic,truck,black,1,5/18/2018,24
1,2018,ford f-150,excellent,8,gas,26265,automatic,truck,grey,1,3/16/2019,40
1,2017,ram 1500,excellent,6,gas,40883,automatic,truck,,1,12/19/2018,55
1,2014,toyota tundra,excellent,,gas,89606,automatic,truck,blue,1,4/12/2019,116
4500,2011,ford fusion,excellent,6,gas,132625,automatic,sedan,red,,7/27/2018,29
7000,,nissan versa,excellent,4,gas,50000,automatic,sedan,silver,,2/15/2019,13
3500,2003,ford f-150,good,6,gas,162932,automatic,truck,white,,12/10/2018,4
11500,2008,ford f250,good,8,diesel,122000,automatic,pickup,,,9/8/2018,98
8995,2014,kia soul,excellent,4,gas,81000,manual,sedan,green,,7/1/2018,7
6400,2015,nissan altima,excellent,,gas,93000,automatic,sedan,red,,3/21/2019,9
3900,2003,gmc yukon,excellent,8,gas,207246,automatic,SUV,white,,6/17/2018,11
23800,2018,nissan frontier crew cab sv,good,6,gas,10899,other,pickup,,1,5/3/2018,3
16999,2006,ram 2500,excellent,,diesel,177788,automatic,truck,red,1,8/2/2018,72
12500,,ram 1500,excellent,8,gas,,automatic,truck,black,1,11/16/2018,4
10000,2014,chevrolet equinox,good,4,gas,,automatic,SUV,red,,8/28/2018,34
21999,2006,ram 2500,excellent,6,diesel,110771,automatic,truck,,1,7/5/2018,60
8995,2010,chevrolet suburban,good,8,gas,168998,automatic,SUV,white,,8/18/2018,16
5500,2015,ford focus,excellent,4,gas,95400,automatic,hatchback,grey,,4/12/2019,10
15995,2013,subaru outback,good,6,gas,65874,automatic,wagon,blue,1,1/5/2019,29
8500,2016,ford focus,excellent,4,gas,36237,manual,sedan,black,,12/31/2018,38
9500,2015,toyota prius,excellent,4,gas,123000,automatic,hatchback,,,4/18/2019,94
5300,2005,bmw x5,excellent,6,gas,,automatic,SUV,grey,1,3/15/2019,88
2999,2010,ford focus,excellent,4,gas,130000,automatic,sedan,red,,5/25/2018,29
2600,2003,nissan altima,excellent,4,gas,,automatic,sedan,white,,4/17/2019,4
2399,2002,ford escape,excellent,6,gas,140000,automatic,SUV,red,,1/5/2019,17
19700,2017,chevrolet camaro lt coupe 2d,good,6,gas,35807,other,coupe,black,,4/1/2019,10
7995,2008,chrysler town & country,excellent,,gas,106000,automatic,mini-van,,,8/17/2018,59
9995,2017,ford focus,like new,4,gas,16252,automatic,sedan,white,,12/18/2018,64
7976,2011,kia soul,excellent,4,gas,119000,automatic,sedan,white,,7/23/2018,9
39500,2017,chevrolet silverado 2500hd,like new,8,diesel,42367,automatic,pickup,white,1,6/25/2018,32
9495,2017,ford focus se,like new,4,gas,,automatic,sedan,grey,,8/25/2018,9
31500,2015,chevrolet silverado 2500hd,excellent,8,diesel,164584,automatic,truck,grey,1,2/26/2019,52
30300,2017,ford f150 supercrew cab xlt,good,6,gas,30339,automatic,pickup,brown,1,3/6/2019,90
1250,2001,ford ranger,fair,6,gas,241003,automatic,pickup,blue,,2/8/2019,21
23300,,nissan frontier crew cab sv,good,6,gas,27493,other,pickup,grey,1,3/20/2019,6
34395,2018,toyota highlander,excellent,6,gas,25000,automatic,SUV,white,,7/3/2018,21
14999,2016,volkswagen jetta,like new,,gas,32255,automatic,sedan,red,,10/14/2018,20
9695,2013,hyundai elantra,excellent,4,gas,86000,automatic,sedan,,,6/29/2018,37
11395,2010,ford f-150,excellent,8,gas,126000,automatic,truck,white,,10/20/2018,14
10795,2016,ford focus,excellent,4,gas,44000,automatic,sedan,,,6/24/2018,70
26900,2014,chevrolet silverado 1500 crew,good,8,gas,68607,automatic,pickup,black,1,12/28/2018,70
17300,2014,chevrolet camaro lt coupe 2d,good,6,gas,27915,other,coupe,red,,5/24/2018,133
3000,,nissan altima,good,,gas,109000,automatic,coupe,,,10/28/2018,67
3500,,bmw x5,good,8,gas,114000,automatic,SUV,grey,1,8/4/2018,73
11000,,ford f-250 super duty,good,8,diesel,206000,automatic,truck,black,1,10/6/2018,12
8500,2016,ford focus se,excellent,4,gas,49000,automatic,sedan,grey,,2/1/2019,32
1,2015,ram 1500,excellent,10,gas,59980,other,truck,silver,1,1/15/2019,39
1,2018,chevrolet silverado 1500,excellent,8,gas,20627,automatic,truck,,1,10/11/2018,37
19800,2014,chevrolet silverado,good,8,diesel,150764,automatic,truck,grey,1,8/15/2018,19
1,2012,jeep wrangler,excellent,6,gas,79922,automatic,SUV,white,1,9/22/2018,26
1,2018,ford f-150,excellent,8,gas,,automatic,truck,green,1,11/30/2018,43
1,2015,gmc sierra 1500,excellent,,gas,92945,other,truck,custom,1,12/19/2018,58
1,2016,ram 3500,excellent,10,gas,43200,other,truck,white,1,4/13/2019,19
43999,2016,ford f-250 sd,excellent,10,gas,,other,truck,black,1,9/14/2018,36
1,2019,jeep wrangler,excellent,,gas,3420,automatic,SUV,black,1,4/8/2019,47
1,2015,ram 3500,excellent,6,gas,71719,automatic,truck,white,1,2/27/2019,74
14495,2006,ram 1500,excellent,8,gas,,automatic,pickup,blue,,9/10/2018,3
5999,2013,nissan altima,excellent,4,gas,,automatic,sedan,blue,,3/9/2019,59
12995,2015,chrysler 200,excellent,4,gas,115000,automatic,sedan,red,,4/18/2019,15
9800,2012,jeep liberty,like new,,gas,84051,automatic,SUV,black,1,3/23/2019,34
6995,2007,honda odyssey,excellent,6,gas,141739,automatic,mini-van,grey,,1/18/2019,23
11800,2011,jeep wrangler,excellent,6,gas,147821,automatic,offroad,silver,1,8/1/2018,12
12995,2012,honda cr-v,excellent,4,gas,86363,automatic,SUV,brown,,12/13/2018,52
12500,2004,ford f250,excellent,10,gas,39000,automatic,pickup,red,1,7/27/2018,29
12995,2015,chevrolet malibu,excellent,4,gas,106000,automatic,sedan,white,,10/1/2018,46
18975,2018,toyota rav4,good,,gas,17758,automatic,SUV,red,,11/3/2018,12
9900,2004,gmc sierra,excellent,8,gas,,automatic,wagon,white,,10/23/2018,51
12995,2016,ford fusion se,excellent,4,gas,119000,automatic,sedan,silver,,5/4/2018,17
10900,2008,ford f250,excellent,8,gas,141000,automatic,truck,white,,11/5/2018,21
1,2018,honda civic,excellent,4,gas,31829,manual,sedan,white,1,12/3/2018,13
1,2017,dodge charger,excellent,,gas,37790,automatic,sedan,red,,6/12/2018,11
1,2011,ram 3500,excellent,6,gas,78033,automatic,truck,,1,6/3/2018,39
1,2018,ram 3500,excellent,,gas,8530,other,truck,,1,6/29/2018,8
1,2016,toyota tundra,excellent,10,gas,47139,other,truck,,1,9/14/2018,43
1,,ram 3500,excellent,10,gas,,other,truck,white,1,5/11/2018,44
1,2017,dodge charger,excellent,10,gas,51482,other,sedan,,1,1/20/2019,153
32999,2018,dodge charger,excellent,8,gas,,automatic,sedan,black,1,5/15/2018,66
1,2014,chevrolet camaro,excellent,8,gas,51550,manual,coupe,black,1,11/10/2018,25
1,2016,dodge charger,excellent,10,gas,45000,other,sedan,custom,1,6/4/2018,50
31400,2016,chevrolet silverado 1500 crew,good,8,gas,15070,automatic,pickup,black,1,4/2/2019,5
10999,2010,honda pilot,excellent,6,gas,,automatic,SUV,grey,,10/25/2018,8
30300,2017,ford f150 supercrew cab xlt,good,6,gas,30339,automatic,pickup,brown,1,10/17/2018,58
1500,2006,volkswagen passat,fair,6,gas,158638,automatic,sedan,blue,,4/4/2019,60
7945,2007,ford mustang,excellent,6,gas,93000,manual,coupe,black,,12/10/2018,69
12995,2014,ford f-150,excellent,8,gas,98465,automatic,pickup,white,,8/28/2018,27
7500,1990,ford f-250,good,8,gas,92732,manual,truck,black,,11/9/2018,29
24200,,nissan frontier crew cab sv,good,,gas,11034,other,pickup,,1,5/10/2018,84
18600,2012,ford mustang gt coupe 2d,good,8,gas,96562,other,coupe,,,2/21/2019,16
10795,2014,ford focus,excellent,4,gas,30000,automatic,sedan,white,,5/15/2018,27
13995,2006,gmc sierra 2500hd,excellent,8,gas,98372,automatic,pickup,white,,4/19/2019,28
6000,2006,honda odyssey,good,6,gas,183378,automatic,van,grey,,9/6/2018,29
9995,2017,nissan sentra,excellent,,gas,69182,automatic,sedan,grey,,5/5/2018,5
9995,,chevrolet equinox,excellent,,gas,116926,automatic,SUV,green,,9/3/2018,92
35600,2018,chevrolet silverado 1500 crew,good,8,gas,4633,other,pickup,,1,9/2/2018,25
35600,2018,chevrolet silverado 1500 crew,good,8,gas,6915,automatic,pickup,white,1,6/17/2018,35
4000,2007,nissan altima,good,6,gas,,automatic,sedan,silver,,5/23/2018,11
19900,,chevrolet silverado,excellent,8,gas,105600,automatic,truck,black,1,5/26/2018,16
1600,1995,jeep cherokee,good,,gas,160,manual,SUV,custom,1,8/29/2018,68
3000,2005,toyota sienna,fair,,gas,,automatic,pickup,,,4/1/2019,47
2500,2012,ford focus,good,4,gas,287178,manual,sedan,black,,8/5/2018,12
3200,2003,ford mustang,good,6,gas,160000,automatic,convertible,grey,1,6/1/2018,86
4600,2006,ford explorer,good,6,gas,128405,automatic,SUV,red,,7/9/2018,10
4990,2012,volkswagen jetta,like new,4,gas,120000,automatic,sedan,silver,,11/2/2018,57
6500,2015,dodge grand caravan,excellent,,gas,,automatic,mini-van,brown,,10/19/2018,13
7500,2012,toyota prius,like new,4,hybrid,129789,automatic,hatchback,silver,,2/19/2019,42
1500,2004,jeep grand cherokee,fair,6,gas,228000,automatic,SUV,silver,1,10/12/2018,93
38000,2015,ram 3500,good,6,diesel,49000,automatic,pickup,white,1,7/5/2018,28
15500,2015,toyota camry,excellent,4,gas,38225,automatic,sedan,grey,,3/31/2019,126
11990,2016,chrysler town & country,excellent,6,gas,100300,automatic,mini-van,silver,,3/8/2019,46
7000,,chevrolet corvette,good,8,gas,,automatic,coupe,,,10/2/2018,29
28900,2017,ford f150 supercrew cab xlt,good,6,gas,49225,automatic,pickup,,1,1/7/2019,30
6500,2013,chevrolet impala,excellent,6,gas,83700,automatic,sedan,black,,11/28/2018,48
18900,2012,ford f250 super duty,good,8,diesel,156200,automatic,truck,white,1,1/1/2019,60
17991,,honda pilot,like new,6,gas,85888,automatic,SUV,,,12/7/2018,52
19900,2013,chevrolet silverado 1500,fair,8,gas,98959,automatic,pickup,,1,2/13/2019,48
23000,,ford f-150,like new,6,gas,22000,automatic,truck,red,,5/1/2018,10
8990,,ram 1500,good,8,gas,116602,automatic,pickup,,,6/14/2018,42
9990,2014,toyota camry le,good,4,gas,100875,automatic,sedan,silver,,5/16/2018,80
16990,2015,buick enclave,good,6,gas,78272,automatic,SUV,grey,,12/23/2018,4
13995,2012,ford f-150,good,8,gas,,automatic,truck,,1,1/23/2019,15
13995,2007,ram 2500,good,6,diesel,348113,automatic,truck,grey,1,12/3/2018,94
9500,2006,ford f150,excellent,8,gas,108500,automatic,pickup,brown,1,4/17/2019,39
11900,2011,toyota tundra,excellent,8,gas,,automatic,pickup,,,7/16/2018,9
1,2011,ford f150,excellent,8,gas,,automatic,truck,,1,4/8/2019,71
19777,2015,chevrolet camaro,like new,8,gas,91255,automatic,convertible,yellow,,9/26/2018,23
22977,2015,dodge charger,excellent,8,gas,60,automatic,sedan,red,,2/17/2019,18
11500,2010,chevrolet silverado 1500,excellent,8,gas,201500,automatic,truck,black,,3/5/2019,80
1,2011,ford f150,excellent,8,gas,42,automatic,truck,black,1,3/1/2019,4
23950,2016,ram 1500,excellent,,gas,37000,automatic,truck,,1,1/17/2019,27
1600,1998,chevrolet camaro,fair,6,gas,204175,automatic,coupe,,,7/6/2018,85
7700,,kia sorento,good,4,gas,60000,automatic,SUV,,1,10/1/2018,45
29950,2017,jeep wrangler,excellent,6,gas,39888,automatic,SUV,white,1,11/7/2018,60
18290,2017,toyota sienna,excellent,6,gas,33986,automatic,mini-van,silver,,2/13/2019,47
20500,2015,jeep wrangler,good,6,gas,76433,manual,offroad,,1,5/31/2018,79
14500,2008,ram 3500,good,6,diesel,162000,automatic,pickup,,1,11/16/2018,66
5000,2012,chevrolet malibu,good,4,gas,105440,automatic,sedan,grey,,10/28/2018,61
8990,2013,hyundai santa fe,excellent,4,gas,140724,automatic,SUV,,,9/9/2018,36
7595,,honda civic lx,excellent,4,gas,85390,automatic,sedan,white,,10/6/2018,16
12975,2014,ford f-150,excellent,6,gas,72625,automatic,truck,blue,,1/21/2019,7
21975,2016,ram 1500,excellent,8,gas,,automatic,truck,white,1,11/11/2018,49
2750,1997,ram 2500,good,10,gas,195507,automatic,truck,red,1,12/24/2018,16
8995,2011,hyundai sonata,excellent,4,gas,77000,automatic,sedan,black,,1/1/2019,10
3995,2002,toyota highlander,excellent,6,gas,,automatic,SUV,custom,1,4/12/2019,92
4200,1997,jeep grand cherokee,good,6,gas,,automatic,SUV,silver,,12/31/2018,98
46950,2018,ford f-150,like new,6,gas,14654,automatic,truck,grey,1,11/26/2018,15
3900,2004,honda accord,fair,4,gas,172863,automatic,sedan,silver,,7/14/2018,86
13995,2008,jeep wrangler,good,6,gas,,automatic,SUV,grey,1,4/14/2019,12
9995,2012,chevrolet colorado,excellent,5,gas,,automatic,pickup,white,,12/31/2018,25
31000,2013,gmc sierra,excellent,8,diesel,165000,automatic,truck,silver,1,11/9/2018,73
6995,2008,toyota camry,good,4,gas,105607,automatic,sedan,blue,,12/24/2018,33
6900,2007,acura tl,good,6,gas,113558,automatic,sedan,silver,,8/17/2018,43
11495,2007,toyota tacoma,good,6,gas,165300,automatic,truck,red,1,3/29/2019,32
8995,2011,kia sorento,excellent,6,gas,,automatic,SUV,black,1,8/24/2018,28
13995,2014,gmc acadia,excellent,6,gas,,automatic,SUV,white,,1/8/2019,12
17850,2011,jeep wrangler unlimited,excellent,6,gas,,automatic,SUV,,1,2/6/2019,21
6500,2006,jeep grand cherokee,good,6,gas,104083,automatic,SUV,grey,1,11/7/2018,33
3800,2002,subaru forester,excellent,4,gas,62000,automatic,SUV,,1,4/3/2019,3
7900,2011,ford f-150,excellent,8,gas,171,automatic,pickup,white,1,1/7/2019,23
20995,,chevrolet silverado 1500,excellent,8,gas,125850,automatic,truck,black,1,12/6/2018,26
2900,,honda accord,fair,4,gas,168000,automatic,sedan,silver,,4/8/2019,7
4000,2007,honda accord,good,6,gas,136000,manual,sedan,blue,,10/13/2018,27
3999,2007,nissan murano,good,6,gas,125500,automatic,SUV,,1,2/17/2019,8
20200,,nissan frontier crew cab sv,good,,gas,49596,other,pickup,black,1,2/15/2019,77
12500,2014,ram 1500,excellent,8,gas,165824,automatic,truck,black,1,6/16/2018,47
3999,2007,nissan murano,good,,gas,,automatic,SUV,grey,1,11/8/2018,3
24990,2006,ford f-350 sd,good,8,gas,65603,automatic,truck,red,1,6/11/2018,40
24990,2012,ford f-250 sd,good,8,gas,18005,automatic,truck,green,1,3/24/2019,44
32990,2016,ford f-250 sd,good,8,gas,5031,automatic,truck,black,1,5/3/2018,34
9990,2005,ford f-250 sd,good,8,gas,70849,automatic,truck,white,,4/8/2019,89
9800,2012,acura tl,like new,6,gas,71486,automatic,sedan,,,8/24/2018,18
15995,2013,ram 2500,good,8,gas,138000,automatic,pickup,white,1,10/14/2018,41
7795,2008,chevrolet silverado 1500,good,8,gas,154000,automatic,truck,,1,9/30/2018,31
12500,1966,ford mustang,good,8,gas,,manual,coupe,black,,6/5/2018,7
27850,2016,ram 3500,like new,8,gas,60821,automatic,truck,,,12/27/2018,68
6000,2014,kia soul,good,4,gas,,automatic,hatchback,black,,1/19/2019,38
4650,2004,ram 1500,good,8,gas,223000,automatic,truck,grey,,10/26/2018,11
20995,2017,ram 1500,excellent,6,gas,69000,automatic,pickup,silver,,11/26/2018,33
3500,2000,honda civic,good,4,gas,169000,automatic,sedan,silver,,11/5/2018,32
7695,2013,ford focus,excellent,4,gas,95000,manual,sedan,silver,,3/23/2019,46
10495,2013,hyundai elantra,excellent,4,gas,62000,automatic,sedan,,,4/4/2019,17
19995,2012,jeep wrangler,excellent,6,gas,121,automatic,SUV,,1,6/3/2018,55
8995,2014,chrysler 200,excellent,4,gas,89000,automatic,sedan,grey,,12/26/2018,58
12995,2013,ford f-150,excellent,6,gas,126000,automatic,pickup,white,,12/27/2018,19
22495,2017,ram 1500,excellent,6,gas,34000,automatic,pickup,,,8/13/2018,51
7900,2008,toyota tacoma,excellent,6,gas,82600,automatic,pickup,red,1,6/27/2018,16
6995,2012,ford econoline,good,8,gas,136275,automatic,van,,,9/17/2018,7
10995,,ram 3500,good,6,diesel,359588,automatic,truck,,,2/8/2019,71
10995,2010,ford econoline,good,8,gas,,automatic,van,white,,7/8/2018,77
4400,1996,ford f-150,good,6,gas,,automatic,truck,blue,,12/10/2018,42
23700,2019,nissan frontier crew cab sv,good,6,gas,12659,other,pickup,black,1,3/13/2019,43
17995,2011,ford f250,good,8,gas,75465,automatic,truck,white,1,9/9/2018,0
21999,2006,ram 2500,excellent,6,diesel,110771,automatic,truck,silver,1,2/13/2019,85
15995,2015,ford f350,good,8,gas,126075,automatic,truck,white,,6/27/2018,29
7995,2009,nissan altima,excellent,4,gas,99965,automatic,sedan,blue,,9/15/2018,24
4450,,chrysler 200,excellent,4,gas,124000,automatic,sedan,,,3/30/2019,20
14777,2016,toyota prius,excellent,4,hybrid,91155,automatic,hatchback,silver,,5/3/2018,63
4300,2011,volkswagen jetta,good,4,gas,141300,automatic,sedan,black,,6/14/2018,20
9800,2014,hyundai santa fe,excellent,4,gas,,automatic,SUV,green,,10/13/2018,31
8200,2013,chevrolet silverado,excellent,6,gas,,automatic,truck,white,,2/15/2019,13
3400,,ford taurus,excellent,6,gas,57377,automatic,sedan,silver,,4/7/2019,20
13690,2015,toyota camry,like new,4,gas,38476,automatic,sedan,blue,,7/13/2018,35
12250,2010,ram 1500,excellent,8,gas,157606,automatic,truck,white,1,3/29/2019,95
9595,2009,toyota prius,excellent,,hybrid,57000,automatic,sedan,,,8/13/2018,104
11995,2014,ford focus,excellent,4,gas,,automatic,sedan,red,,3/8/2019,57
9995,2009,gmc acadia,excellent,6,gas,124000,automatic,SUV,white,,6/23/2018,99
7895,2008,subaru forester,excellent,4,gas,126000,automatic,SUV,white,1,5/12/2018,20
10495,2008,toyota 4runner,good,6,gas,168691,automatic,SUV,red,,6/8/2018,21
12999,2015,ford escape,excellent,4,gas,36000,automatic,SUV,silver,,10/3/2018,2
23400,2018,chevrolet camaro lt coupe 2d,good,6,gas,19765,other,coupe,red,,11/10/2018,33
20750,2012,cadillac escalade,excellent,8,gas,110000,automatic,SUV,black,,7/10/2018,33
13299,2014,honda cr-v,excellent,4,gas,,automatic,SUV,blue,,7/18/2018,30
2975,2008,honda accord,good,6,gas,240000,automatic,sedan,brown,,6/16/2018,14
9999,1987,gmc sierra,excellent,8,gas,35597,automatic,truck,red,,7/19/2018,12
24000,2014,ram 2500,excellent,8,gas,89000,automatic,truck,white,1,5/21/2018,14
3500,2005,nissan murano,good,6,gas,156000,automatic,SUV,white,,6/29/2018,15
3800,1998,ford f-250,fair,8,gas,176000,automatic,truck,custom,,4/2/2019,38
13350,2015,chevrolet camaro,like new,6,gas,58000,automatic,convertible,black,,5/29/2018,41
23800,2018,nissan frontier crew cab sv,good,6,gas,10899,other,pickup,silver,1,6/5/2018,19
13300,2011,ram 1500,good,8,gas,114000,automatic,pickup,white,1,3/5/2019,24
8500,2011,toyota tundra,good,8,gas,220000,automatic,pickup,red,,8/23/2018,23
4500,2010,ford explorer,excellent,6,gas,172012,automatic,SUV,red,,2/14/2019,62
3995,2009,subaru impreza,excellent,4,gas,95000,automatic,sedan,red,,12/15/2018,17
4650,2013,ford focus,excellent,,gas,,automatic,sedan,red,,6/27/2018,30
25100,2014,ford f150 supercrew cab xlt,good,6,gas,,other,pickup,,1,1/30/2019,7
1,1999,ford ranger,fair,6,gas,112000,automatic,pickup,black,1,12/9/2018,82
8399,2013,nissan murano,excellent,4,gas,92000,automatic,SUV,white,1,2/24/2019,13
14950,2014,ford f-250,excellent,8,gas,192742,automatic,truck,white,1,8/15/2018,126
3900,2000,ford ranger,good,3,gas,137780,automatic,pickup,blue,1,9/24/2018,16
2600,2007,chevrolet impala,good,6,gas,143000,automatic,sedan,silver,,12/5/2018,98
22950,2014,ram 1500,excellent,,diesel,159264,automatic,truck,,1,3/10/2019,50
13800,2008,dodge charger,excellent,8,gas,66497,automatic,sedan,,,2/4/2019,26
6880,2014,hyundai elantra,excellent,4,gas,117026,automatic,sedan,custom,,3/26/2019,19
5500,2014,nissan versa,good,4,gas,,automatic,sedan,black,,1/31/2019,64
8999,2011,toyota sienna,good,6,gas,186887,automatic,van,green,,9/27/2018,47
7999,2008,toyota highlander,good,6,gas,180312,automatic,SUV,black,,5/6/2018,50
7500,2010,honda accord,good,4,gas,161528,automatic,sedan,,,8/26/2018,27
4900,2008,toyota prius,good,,hybrid,112121,automatic,hatchback,silver,,1/20/2019,19
17995,2018,toyota camry,like new,4,gas,31117,automatic,sedan,grey,,5/15/2018,14
11999,,ford explorer,good,6,gas,,automatic,SUV,custom,,12/11/2018,30
4650,2001,honda accord,like new,6,gas,,automatic,coupe,custom,,9/30/2018,28
9995,2011,toyota rav4,good,4,gas,134528,automatic,SUV,silver,,4/6/2019,31
20995,,jeep wrangler unlimited,excellent,6,gas,106000,automatic,SUV,black,1,5/5/2018,55
16995,2018,chevrolet impala,like new,6,gas,35258,automatic,sedan,silver,,8/17/2018,53
14995,2017,ford escape,like new,4,gas,,automatic,SUV,black,,1/19/2019,46
2800,2000,honda accord,good,4,gas,194825,automatic,sedan,black,,7/20/2018,18
7000,2013,ford focus se,excellent,4,gas,62000,automatic,hatchback,red,,2/24/2019,15
6499,2010,honda odyssey,good,6,gas,,automatic,van,blue,,10/20/2018,35
11999,2013,chevrolet silverado 1500,good,8,gas,160687,automatic,truck,grey,1,2/8/2019,104
